line_id	group_id	desc_cn	condition_ids	item_group_id	type	type_val	min_val	max_val	stat_type	desc_vn
37	20037	武器_装备+7_正使用	40087&40078	10199	ITEM_BASE	1005	1	2000000000	SUM	
38	20038	武器_装备+8_正使用	40087&40079	10199	ITEM_BASE	1005	1	2000000000	SUM	
39	20039	武器_装备+9_正使用	40087&40080	10199	ITEM_BASE	1005	1	2000000000	SUM	
40	20040	武器_装备+10_正使用	40087&40081	10199	ITEM_BASE	1005	1	2000000000	SUM	
41	20041	武器_装备+11_正使用	40087&40082	10199	ITEM_BASE	1005	1	2000000000	SUM	
42	20042	武器_装备+12_正使用	40087&40083	10199	ITEM_BASE	1005	1	2000000000	SUM	
43	20043	武器_装备+13_正使用	40087&40084	10199	ITEM_BASE	1005	1	2000000000	SUM	
44	20044	武器_装备+14_正使用	40087&40085	10199	ITEM_BASE	1005	1	2000000000	SUM	
45	20045	武器_装备+15_正使用	40087&40086	10199	ITEM_BASE	1005	1	2000000000	SUM	
46	20046	武器_装备+1_背包中	40088&40072	10199	ITEM_BASE	1005	1	2000000000	SUM	
47	20047	武器_装备+2_背包中	40088&40073	10199	ITEM_BASE	1005	1	2000000000	SUM	
48	20048	武器_装备+3_背包中	40088&40074	10199	ITEM_BASE	1005	1	2000000000	SUM	
49	20049	武器_装备+4_背包中	40088&40075	10199	ITEM_BASE	1005	1	2000000000	SUM	
50	20050	武器_装备+5_背包中	40088&40076	10199	ITEM_BASE	1005	1	2000000000	SUM	
51	20051	武器_装备+6_背包中	40088&40077	10199	ITEM_BASE	1005	1	2000000000	SUM	
52	20052	武器_装备+7_背包中	40088&40078	10199	ITEM_BASE	1005	1	2000000000	SUM	
53	20053	武器_装备+8_背包中	40088&40079	10199	ITEM_BASE	1005	1	2000000000	SUM	
54	20054	武器_装备+9_背包中	40088&40080	10199	ITEM_BASE	1005	1	2000000000	SUM	
55	20055	武器_装备+10_背包中	40088&40081	10199	ITEM_BASE	1005	1	2000000000	SUM	
56	20056	武器_装备+11_背包中	40088&40082	10199	ITEM_BASE	1005	1	2000000000	SUM	
57	20057	武器_装备+12_背包中	40088&40083	10199	ITEM_BASE	1005	1	2000000000	SUM	
58	20058	武器_装备+13_背包中	40088&40084	10199	ITEM_BASE	1005	1	2000000000	SUM	
59	20059	武器_装备+14_背包中	40088&40085	10199	ITEM_BASE	1005	1	2000000000	SUM	
60	20060	武器_装备+15_背包中	40088&40086	10199	ITEM_BASE	1005	1	2000000000	SUM	
61	20061	金蝉谱		10001	ITEM_BASE	1005	1	2000000000	SUM	
62	20062	修罗秘籍		10002	ITEM_BASE	1005	1	2000000000	SUM	
63	20063	天霞秘籍		10003	ITEM_BASE	1005	1	2000000000	SUM	
64	20064	紫霞秘籍		10004	ITEM_BASE	1005	1	2000000000	SUM	
65	20065	沾衣谱		10005	ITEM_BASE	1005	1	2000000000	SUM	
66	20066	五行秘籍		10006	ITEM_BASE	1005	1	2000000000	SUM	
67	20067	四灵战意谱		10007	ITEM_BASE	1005	1	2000000000	SUM	
68	20068	四灵天衣谱		10008	ITEM_BASE	1005	1	2000000000	SUM	
69	20069	四灵紫衣谱		10009	ITEM_BASE	1005	1	2000000000	SUM	
70	20070	四灵战意谱全本		10010	ITEM_BASE	1005	1	2000000000	SUM	
71	20071	四灵天衣谱全本		10011	ITEM_BASE	1005	1	2000000000	SUM	
72	20072	四灵紫衣谱全本		10012	ITEM_BASE	1005	1	2000000000	SUM	
73	20073	四灵无双谱全本		10013	ITEM_BASE	1005	1	2000000000	SUM	
74	20074	五行秘籍全本		10014	ITEM_BASE	1005	1	2000000000	SUM	
75	20075	凌波微步		10015	ITEM_BASE	1005	1	2000000000	SUM	
76	20076	凌波微步全本		10016	ITEM_BASE	1005	1	2000000000	SUM	
77	20077	高级师门秘籍		10017	ITEM_BASE	1005	1	2000000000	SUM	
78	20078	师门真卷		10018	ITEM_BASE	1005	1	2000000000	SUM	
79	20079	金蝉谱_正使用	40087	10001	ITEM_BASE	1005	1	2000000000	SUM	
80	20080	修罗秘籍_正使用	40087	10002	ITEM_BASE	1005	1	2000000000	SUM	
81	20081	天霞秘籍_正使用	40087	10003	ITEM_BASE	1005	1	2000000000	SUM	
82	20082	紫霞秘籍_正使用	40087	10004	ITEM_BASE	1005	1	2000000000	SUM	
83	20083	沾衣谱_正使用	40087	10005	ITEM_BASE	1005	1	2000000000	SUM	
84	20084	五行秘籍_正使用	40087	10006	ITEM_BASE	1005	1	2000000000	SUM	
85	20085	四灵战意谱_正使用	40087	10007	ITEM_BASE	1005	1	2000000000	SUM	
86	20086	四灵天衣谱_正使用	40087	10008	ITEM_BASE	1005	1	2000000000	SUM	
87	20087	四灵紫衣谱_正使用	40087	10009	ITEM_BASE	1005	1	2000000000	SUM	
88	20088	四灵战意谱全本_正使用	40087	10010	ITEM_BASE	1005	1	2000000000	SUM	
89	20089	四灵天衣谱全本_正使用	40087	10011	ITEM_BASE	1005	1	2000000000	SUM	
90	20090	四灵紫衣谱全本_正使用	40087	10012	ITEM_BASE	1005	1	2000000000	SUM	
91	20091	四灵无双谱全本_正使用	40087	10013	ITEM_BASE	1005	1	2000000000	SUM	
92	20092	五行秘籍全本_正使用	40087	10014	ITEM_BASE	1005	1	2000000000	SUM	
93	20093	凌波微步_正使用	40087	10015	ITEM_BASE	1005	1	2000000000	SUM	
94	20094	凌波微步全本_正使用	40087	10016	ITEM_BASE	1005	1	2000000000	SUM	
95	20095	高级师门秘籍_正使用	40087	10017	ITEM_BASE	1005	1	2000000000	SUM	
96	20096	师门真卷_正使用	40087	10018	ITEM_BASE	1005	1	2000000000	SUM	
97	20097	金蝉谱_背包中	40088	10001	ITEM_BASE	1005	1	2000000000	SUM	
98	20098	修罗秘籍_背包中	40088	10002	ITEM_BASE	1005	1	2000000000	SUM	
99	20099	天霞秘籍_背包中	40088	10003	ITEM_BASE	1005	1	2000000000	SUM	
100	20100	紫霞秘籍_背包中	40088	10004	ITEM_BASE	1005	1	2000000000	SUM	
101	20101	沾衣谱_背包中	40088	10005	ITEM_BASE	1005	1	2000000000	SUM	
102	20102	五行秘籍_背包中	40088	10006	ITEM_BASE	1005	1	2000000000	SUM	
103	20103	四灵战意谱_背包中	40088	10007	ITEM_BASE	1005	1	2000000000	SUM	
104	20104	四灵天衣谱_背包中	40088	10008	ITEM_BASE	1005	1	2000000000	SUM	
105	20105	四灵紫衣谱_背包中	40088	10009	ITEM_BASE	1005	1	2000000000	SUM	
106	20106	四灵战意谱全本_背包中	40088	10010	ITEM_BASE	1005	1	2000000000	SUM	
107	20107	四灵天衣谱全本_背包中	40088	10011	ITEM_BASE	1005	1	2000000000	SUM	
108	20108	四灵紫衣谱全本_背包中	40088	10012	ITEM_BASE	1005	1	2000000000	SUM	
109	20109	四灵无双谱全本_背包中	40088	10013	ITEM_BASE	1005	1	2000000000	SUM	
110	20110	五行秘籍全本_背包中	40088	10014	ITEM_BASE	1005	1	2000000000	SUM	
111	20111	凌波微步_背包中	40088	10015	ITEM_BASE	1005	1	2000000000	SUM	
112	20112	凌波微步全本_背包中	40088	10016	ITEM_BASE	1005	1	2000000000	SUM	
113	20113	高级师门秘籍_背包中	40088	10017	ITEM_BASE	1005	1	2000000000	SUM	
114	20114	师门真卷_背包中	40088	10018	ITEM_BASE	1005	1	2000000000	SUM	
115	20115	陨铁碎片		10019	ITEM_BASE	1005	1	2000000000	SUM	
116	20116	陨铁		10020	ITEM_BASE	1005	1	2000000000	SUM	
117	20117	陨铁精石		10021	ITEM_BASE	1005	1	2000000000	SUM	
118	20118	陨铁灵石		10022	ITEM_BASE	1005	1	2000000000	SUM	
119	20119	定魂陨铁神石		10023	ITEM_BASE	1005	1	2000000000	SUM	
120	20120	大定魂陨铁神石		10024	ITEM_BASE	1005	1	2000000000	SUM	
121	20121	军功章		10025	ITEM_BASE	1005	1	2000000000	SUM	
122	20122	大军功章		10026	ITEM_BASE	1005	1	2000000000	SUM	
123	20123	辉煌军功章		10027	ITEM_BASE	1005	1	2000000000	SUM	
124	20124	般若树种		10028	ITEM_BASE	1005	1	2000000000	SUM	
125	20125	般若证书		10029	ITEM_BASE	1005	1	2000000000	SUM	
126	20126	种子		10030	ITEM_BASE	1005	1	2000000000	SUM	
127	20127	非烟石		10031	ITEM_BASE	1005	1	2000000000	SUM	
128	20128	万年人参		10032	ITEM_BASE	1005	1	2000000000	SUM	
129	20129	聚义令		10033	ITEM_BASE	1005	1	2000000000	SUM	
130	20130	通天令牌		10034	ITEM_BASE	1005	1	2000000000	SUM	
131	20131	星痕碎片		10035	ITEM_BASE	1005	1	2000000000	SUM	
132	20132	天仪精铁		10036	ITEM_BASE	1005	1	2000000000	SUM	
133	20133	皓月玄金		10037	ITEM_BASE	1005	1	2000000000	SUM	
134	20134	天外流星		10038	ITEM_BASE	1005	1	2000000000	SUM	
135	20135	五行玄石		10039	ITEM_BASE	1005	1	2000000000	SUM	
136	20136	五行玄铁		10040	ITEM_BASE	1005	1	2000000000	SUM	
137	20137	五行玄金		10041	ITEM_BASE	1005	1	2000000000	SUM	
138	20138	五行宝箱		10042	ITEM_BASE	1005	1	2000000000	SUM	
139	20139	耀阳九玄		10043	ITEM_BASE	1005	1	2000000000	SUM	
140	20140	刻板		10044	ITEM_BASE	1005	1	2000000000	SUM	
141	20141	古天门宝箱		10045	ITEM_BASE	1005	1	2000000000	SUM	
142	20142	12级强化卷		10046	ITEM_BASE	1005	1	2000000000	SUM	
143	20143	13级强化卷		10047	ITEM_BASE	1005	1	2000000000	SUM	
144	20144	14级强化卷		10048	ITEM_BASE	1005	1	2000000000	SUM	
145	20145	15级强化卷		10049	ITEM_BASE	1005	1	2000000000	SUM	
146	20146	1级磨刀石		10050	ITEM_BASE	1005	1	2000000000	SUM	
147	20147	2级磨刀石		10051	ITEM_BASE	1005	1	2000000000	SUM	
148	20148	3级磨刀石		10052	ITEM_BASE	1005	1	2000000000	SUM	
149	20149	转生丹		10053	ITEM_BASE	1005	1	2000000000	SUM	
150	20150	白金碎片		10054	ITEM_BASE	1005	1	2000000000	SUM	
151	20151	乾坤解绑符		10055	ITEM_BASE	1005	1	2000000000	SUM	
152	20152	1级千幻刻板		10056	ITEM_BASE	1005	1	2000000000	SUM	
153	20153	2级千幻刻板		10057	ITEM_BASE	1005	1	2000000000	SUM	
154	20154	3级千幻刻板		10058	ITEM_BASE	1005	1	2000000000	SUM	
155	20155	Xu		10059	ITEM_BASE	1005	1	2000000000	SUM	
156	20156	古灵石		10060	ITEM_BASE	1005	1	2000000000	SUM	
157	20157	古灵玉		10061	ITEM_BASE	1005	1	2000000000	SUM	
158	20158	大银票		10062	ITEM_BASE	1005	1	2000000000	SUM	
159	20159	天门碎片		10063	ITEM_BASE	1005	1	2000000000	SUM	
160	20160	天罡碎片		10064	ITEM_BASE	1005	1	2000000000	SUM	
161	20161	天罡令		10065	ITEM_BASE	1005	1	2000000000	SUM	
162	20162	天门金令		10066	ITEM_BASE	1005	1	2000000000	SUM	
163	20163	太虚首饰		10067	ITEM_BASE	1005	1	2000000000	SUM	
164	20164	九天首饰		10068	ITEM_BASE	1005	1	2000000000	SUM	
165	20165	步非烟武器		10069	ITEM_BASE	1005	1	2000000000	SUM	
166	20166	越烟武器		10070	ITEM_BASE	1005	1	2000000000	SUM	
167	20167	大越烟武器		10071	ITEM_BASE	1005	1	2000000000	SUM	
168	20168	东方龙珠		10072	ITEM_BASE	1005	1	2000000000	SUM	
169	20169	屈原之佩		10073	ITEM_BASE	1005	1	2000000000	SUM	
170	20170	大力神项链		10074	ITEM_BASE	1005	1	2000000000	SUM	
171	20171	月亮兔药包		10075	ITEM_BASE	1005	1	2000000000	SUM	
172	20172	嫦娥月舞带		10076	ITEM_BASE	1005	1	2000000000	SUM	
173	20173	后羿落日环		10077	ITEM_BASE	1005	1	2000000000	SUM	
174	20174	璀璨之星		10078	ITEM_BASE	1005	1	2000000000	SUM	
175	20175	紫光战盔		10079	ITEM_BASE	1005	1	2000000000	SUM	
176	20176	紫光战袍		10080	ITEM_BASE	1005	1	2000000000	SUM	
177	20177	紫光战装		10081	ITEM_BASE	1005	1	2000000000	SUM	
178	20178	紫光仙玉		10082	ITEM_BASE	1005	1	2000000000	SUM	
179	20179	紫光武器		10083	ITEM_BASE	1005	1	2000000000	SUM	
180	20180	藏剑黄金帽		10084	ITEM_BASE	1005	1	2000000000	SUM	
181	20181	藏剑黄金衣		10085	ITEM_BASE	1005	1	2000000000	SUM	
182	20182	藏剑黄金裤		10086	ITEM_BASE	1005	1	2000000000	SUM	
183	20183	藏剑黄金首饰		10087	ITEM_BASE	1005	1	2000000000	SUM	
184	20184	天之藏剑帽		10088	ITEM_BASE	1005	1	2000000000	SUM	
185	20185	天之藏剑衣		10089	ITEM_BASE	1005	1	2000000000	SUM	
186	20186	天之藏剑裤		10090	ITEM_BASE	1005	1	2000000000	SUM	
187	20187	天之藏剑首饰		10091	ITEM_BASE	1005	1	2000000000	SUM	
188	20188	紫轩武器		10092	ITEM_BASE	1005	1	2000000000	SUM	
189	20189	紫光炎帝盔		10093	ITEM_BASE	1005	1	2000000000	SUM	
190	20190	紫光炎帝甲		10094	ITEM_BASE	1005	1	2000000000	SUM	
191	20191	紫光炎帝装		10095	ITEM_BASE	1005	1	2000000000	SUM	
192	20192	紫光轩辕首饰		10096	ITEM_BASE	1005	1	2000000000	SUM	
193	20193	师门4套武器		10097	ITEM_BASE	1005	1	2000000000	SUM	
194	20194	师门4套头		10098	ITEM_BASE	1005	1	2000000000	SUM	
195	20195	师门4套衣		10099	ITEM_BASE	1005	1	2000000000	SUM	
196	20196	师门4套裤		10100	ITEM_BASE	1005	1	2000000000	SUM	
197	20197	师门4套首饰		10101	ITEM_BASE	1005	1	2000000000	SUM	
198	20198	师门5套武器		10102	ITEM_BASE	1005	1	2000000000	SUM	
199	20199	师门5套头		10103	ITEM_BASE	1005	1	2000000000	SUM	
200	20200	师门5套衣		10104	ITEM_BASE	1005	1	2000000000	SUM	
201	20201	师门5套裤		10105	ITEM_BASE	1005	1	2000000000	SUM	
202	20202	师门5套首饰		10106	ITEM_BASE	1005	1	2000000000	SUM	
203	20203	炎帝盔		10107	ITEM_BASE	1005	1	2000000000	SUM	
204	20204	炎帝甲		10108	ITEM_BASE	1005	1	2000000000	SUM	
205	20205	炎帝装		10109	ITEM_BASE	1005	1	2000000000	SUM	
206	20206	轩辕首饰		10110	ITEM_BASE	1005	1	2000000000	SUM	
207	20207	轩辕武器		10111	ITEM_BASE	1005	1	2000000000	SUM	
208	20208	天之炎帝盔		10112	ITEM_BASE	1005	1	2000000000	SUM	
209	20209	天之炎帝甲		10113	ITEM_BASE	1005	1	2000000000	SUM	
210	20210	天之炎帝装		10114	ITEM_BASE	1005	1	2000000000	SUM	
211	20211	白金炎帝盔		10115	ITEM_BASE	1005	1	2000000000	SUM	
212	20212	白金炎帝甲		10116	ITEM_BASE	1005	1	2000000000	SUM	
213	20213	白金炎帝装		10117	ITEM_BASE	1005	1	2000000000	SUM	
214	20214	星刻武器		10118	ITEM_BASE	1005	1	2000000000	SUM	
215	20215	星刻头		10119	ITEM_BASE	1005	1	2000000000	SUM	
216	20216	星刻衣		10120	ITEM_BASE	1005	1	2000000000	SUM	
217	20217	星刻裤		10121	ITEM_BASE	1005	1	2000000000	SUM	
218	20218	星刻首饰		10122	ITEM_BASE	1005	1	2000000000	SUM	
219	20219	天仪武器		10123	ITEM_BASE	1005	1	2000000000	SUM	
220	20220	天仪头		10124	ITEM_BASE	1005	1	2000000000	SUM	
221	20221	天仪衣		10125	ITEM_BASE	1005	1	2000000000	SUM	
222	20222	天仪裤		10126	ITEM_BASE	1005	1	2000000000	SUM	
223	20223	天仪首饰		10127	ITEM_BASE	1005	1	2000000000	SUM	
224	20224	九州武器		10128	ITEM_BASE	1005	1	2000000000	SUM	
225	20225	九州头		10129	ITEM_BASE	1005	1	2000000000	SUM	
226	20226	九州衣		10130	ITEM_BASE	1005	1	2000000000	SUM	
227	20227	九州裤		10131	ITEM_BASE	1005	1	2000000000	SUM	
228	20228	九州首饰		10132	ITEM_BASE	1005	1	2000000000	SUM	
229	20229	皓月武器		10133	ITEM_BASE	1005	1	2000000000	SUM	
230	20230	皓月帽		10134	ITEM_BASE	1005	1	2000000000	SUM	
231	20231	皓月袍		10135	ITEM_BASE	1005	1	2000000000	SUM	
232	20232	皓月装		10136	ITEM_BASE	1005	1	2000000000	SUM	
233	20233	皓月首饰		10137	ITEM_BASE	1005	1	2000000000	SUM	
234	20234	耀阳武器		10138	ITEM_BASE	1005	1	2000000000	SUM	
235	20235	耀阳之渡难尊者帽		10139	ITEM_BASE	1005	1	2000000000	SUM	
236	20236	耀阳之渡难尊者袍		10140	ITEM_BASE	1005	1	2000000000	SUM	
237	20237	耀阳之渡难尊者装		10141	ITEM_BASE	1005	1	2000000000	SUM	
238	20238	耀阳首饰1级		10142	ITEM_BASE	1005	1	2000000000	SUM	
239	20239	耀阳首饰2级		10143	ITEM_BASE	1005	1	2000000000	SUM	
240	20240	耀阳首饰3级		10144	ITEM_BASE	1005	1	2000000000	SUM	
241	20241	辉煌荣耀1级		10145	ITEM_BASE	1005	1	2000000000	SUM	
242	20242	辉煌荣耀2级		10146	ITEM_BASE	1005	1	2000000000	SUM	
243	20243	辉煌荣耀3级		10147	ITEM_BASE	1005	1	2000000000	SUM	
244	20244	辉煌荣耀4级		10148	ITEM_BASE	1005	1	2000000000	SUM	
245	20245	武林霸主头		10149	ITEM_BASE	1005	1	2000000000	SUM	
246	20246	武林霸主衣		10150	ITEM_BASE	1005	1	2000000000	SUM	
247	20247	武林霸主装		10151	ITEM_BASE	1005	1	2000000000	SUM	
248	20248	天地日月首饰		10152	ITEM_BASE	1005	1	2000000000	SUM	
249	20249	都统战盔		10153	ITEM_BASE	1005	1	2000000000	SUM	
250	20250	都统战袍		10154	ITEM_BASE	1005	1	2000000000	SUM	
251	20251	都统战装		10155	ITEM_BASE	1005	1	2000000000	SUM	
252	20252	先锋首饰		10156	ITEM_BASE	1005	1	2000000000	SUM	
253	20253	四灵苍鹰都统战盔		10157	ITEM_BASE	1005	1	2000000000	SUM	
254	20254	四灵苍鹰都统战袍		10158	ITEM_BASE	1005	1	2000000000	SUM	
255	20255	四灵苍鹰都统战装		10159	ITEM_BASE	1005	1	2000000000	SUM	
256	20256	四灵苍鹰先锋首饰		10160	ITEM_BASE	1005	1	2000000000	SUM	
257	20257	将军战盔		10161	ITEM_BASE	1005	1	2000000000	SUM	
258	20258	将军战袍		10162	ITEM_BASE	1005	1	2000000000	SUM	
259	20259	将军战装		10163	ITEM_BASE	1005	1	2000000000	SUM	
260	20260	将军首饰		10164	ITEM_BASE	1005	1	2000000000	SUM	
261	20261	天之将军战盔		10165	ITEM_BASE	1005	1	2000000000	SUM	
262	20262	天之将军战袍		10166	ITEM_BASE	1005	1	2000000000	SUM	
263	20263	天之将军战装		10167	ITEM_BASE	1005	1	2000000000	SUM	
264	20264	天之将军首饰		10168	ITEM_BASE	1005	1	2000000000	SUM	
265	20265	天之大将军战盔		10169	ITEM_BASE	1005	1	2000000000	SUM	
266	20266	天之大将军战袍		10170	ITEM_BASE	1005	1	2000000000	SUM	
267	20267	天之大将军战装		10171	ITEM_BASE	1005	1	2000000000	SUM	
268	20268	天之大将军首饰		10172	ITEM_BASE	1005	1	2000000000	SUM	
269	20269	苍鹰将军战盔		10173	ITEM_BASE	1005	1	2000000000	SUM	
270	20270	苍鹰将军战袍		10174	ITEM_BASE	1005	1	2000000000	SUM	
271	20271	苍鹰将军战装		10175	ITEM_BASE	1005	1	2000000000	SUM	
272	20272	苍鹰将军首饰		10176	ITEM_BASE	1005	1	2000000000	SUM	
273	20273	元帅战盔		10177	ITEM_BASE	1005	1	2000000000	SUM	
274	20274	元帅战袍		10178	ITEM_BASE	1005	1	2000000000	SUM	
275	20275	元帅战装		10179	ITEM_BASE	1005	1	2000000000	SUM	
276	20276	元帅首饰		10180	ITEM_BASE	1005	1	2000000000	SUM	
277	20277	大元帅战盔		10181	ITEM_BASE	1005	1	2000000000	SUM	
278	20278	大元帅战甲		10182	ITEM_BASE	1005	1	2000000000	SUM	
279	20279	大元帅战装		10183	ITEM_BASE	1005	1	2000000000	SUM	
280	20280	大元帅首饰		10184	ITEM_BASE	1005	1	2000000000	SUM	
281	20281	天之元帅战盔		10185	ITEM_BASE	1005	1	2000000000	SUM	
282	20282	天之元帅战袍		10186	ITEM_BASE	1005	1	2000000000	SUM	
283	20283	天之元帅战装		10187	ITEM_BASE	1005	1	2000000000	SUM	
284	20284	天之元帅首饰		10188	ITEM_BASE	1005	1	2000000000	SUM	
285	20285	天之大元帅战盔		10189	ITEM_BASE	1005	1	2000000000	SUM	
286	20286	天之大元帅战甲		10190	ITEM_BASE	1005	1	2000000000	SUM	
287	20287	天之大元帅战装		10191	ITEM_BASE	1005	1	2000000000	SUM	
288	20288	天之大元帅首饰		10192	ITEM_BASE	1005	1	2000000000	SUM	
289	20289	苍鹰元帅战盔		10193	ITEM_BASE	1005	1	2000000000	SUM	
290	20290	苍鹰元帅战袍		10194	ITEM_BASE	1005	1	2000000000	SUM	
291	20291	苍鹰元帅战装		10195	ITEM_BASE	1005	1	2000000000	SUM	
292	20292	苍鹰元帅首饰		10196	ITEM_BASE	1005	1	2000000000	SUM	
293	20293	通天武器		10197	ITEM_BASE	1005	1	2000000000	SUM	
294	20294	通天首饰		10198	ITEM_BASE	1005	1	2000000000	SUM	
295	20295	八卦武器_灵气1-80	40091	10199	ITEM_BASE	1005	1	2000000000	SUM	
296	20296	八卦武器_灵气81-100	40092	10199	ITEM_BASE	1005	1	2000000000	SUM	
297	20297	八卦武器_灵气101-110	40093	10199	ITEM_BASE	1005	1	2000000000	SUM	
298	20298	八卦武器_灵气111-118	40094	10199	ITEM_BASE	1005	1	2000000000	SUM	
299	20299	八卦武器_灵气119-120	40095	10199	ITEM_BASE	1005	1	2000000000	SUM	
300	20300	八卦头_灵气1-80	40091	10200	ITEM_BASE	1005	1	2000000000	SUM	
301	20301	八卦头_灵气81-100	40092	10200	ITEM_BASE	1005	1	2000000000	SUM	
302	20302	八卦头_灵气101-110	40093	10200	ITEM_BASE	1005	1	2000000000	SUM	
303	20303	八卦头_灵气111-118	40094	10200	ITEM_BASE	1005	1	2000000000	SUM	
304	20304	八卦头_灵气119-120	40095	10200	ITEM_BASE	1005	1	2000000000	SUM	
