StatTime	Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
"2019_09_17 22:55:08"	xuantuan33	ADxTuÊnnnnnnnn	ThiÕu L©m vâ t¨ng  	7	99	0	40998500	0	0	0	0	0	0	25	115.73.213.18	2019-09-16 18:04:13	2019-09-16 18:08:37
"2019_09_17 22:55:08"	quangtienpc1	AGxxxxTLQ	ThiÕu L©m vâ t¨ng  	0	99	0	998500	0	0	0	0	0	0	0	171.247.192.234	2019-09-17 14:24:35	2019-09-17 14:31:45
"2019_09_17 22:55:08"	mrnghia01	ahiahi	ThiÕu L©m tôc gia  	7	99	0	700000	0	0	0	0	0	0	0	116.105.200.105	2019-09-17 20:30:04	2019-09-17 21:02:08
"2019_09_17 22:55:08"	hieukaka03	AnhKhongNgan	ThiÕu L©m vâ t¨ng  	7	99	0	732000	0	0	0	0	0	0	37	115.75.38.75	2019-09-17 15:54:18	2019-09-17 15:54:53
"2019_09_17 22:55:08"	anhtrong	AnhTrong	ThiÕu L©m thiÒn t¨ng  	7	99	0	26249100	0	0	0	0	0	0	110000024	126.243.19.5	2019-09-16 22:25:16	2019-09-17 15:49:09
"2019_09_17 22:55:08"	welinegen1996	AntonellaRoccuz	Nga My xuÊt gia  	7	99	0	46000000	0	0	0	0	0	0	26610000	113.179.214.129	2019-09-16 22:45:16	2019-09-17 22:44:34
"2019_09_17 22:55:08"	dmtruyenky1104	asdasdasd	C¸i Bang ¤ Y  	7	99	0	1000000	0	0	0	0	0	0	0	1.52.125.242	2019-09-17 13:08:08	2019-09-17 13:09:22
"2019_09_17 22:55:08"	donglatao7	asdqweasdqew	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.161.186.38	2019-09-17 20:48:32	2019-09-17 20:49:02
"2019_09_17 22:55:08"	concacconcac	asdsadsad	HiÖp §éc  	7	99	0	6152101	0	0	0	0	0	0	0	117.3.63.46	2019-09-17 20:35:43	2019-09-17 20:39:02
"2019_09_17 22:55:08"	gapro12	BachCoNuong	Nga My xuÊt gia  	7	99	0	25219000	0	0	0	0	0	0	20000012	180.93.143.250	2019-09-16 23:12:42	2019-09-17 15:02:06
"2019_09_17 22:55:08"	kephutinh88	BachYUongChiL	ThiÕu L©m vâ t¨ng  	7	99	0	49499500	0	0	0	0	0	0	22455022	115.78.123.31	2019-09-16 16:23:24	2019-09-17 02:16:55
"2019_09_17 22:55:08"	kephutinh99	Bactinh	Nga My xuÊt gia  	7	99	0	34547553	0	0	0	0	0	0	681565464	116.105.200.105	2019-09-16 17:49:38	2019-09-17 20:15:45
"2019_09_17 22:55:08"	kidred	BãngGi¶Trai	Nga My xuÊt gia  	7	99	0	21500000	0	0	0	0	0	0	20000000	78.34.80.144	2019-09-16 23:36:38	2019-09-17 18:21:03
"2019_09_17 22:55:08"	kidred1	BãngLongXiªn	Nga My tôc gia  	7	99	0	38230000	0	0	0	0	0	0	20000026	78.34.80.144	2019-09-16 23:36:15	2019-09-17 20:01:51
"2019_09_17 22:55:08"	789645123	BaoC«ng	ThiÕu L©m vâ t¨ng  	7	99	0	38680000	0	0	0	0	0	0	16	115.79.210.117	2019-09-17 14:37:21	2019-09-17 14:51:20
"2019_09_17 22:55:08"	badaolk00	BaoThanhThien	ThiÕu L©m vâ t¨ng  	7	99	0	23640034	0	0	0	0	0	0	1680000000	27.3.80.201	2019-09-16 21:11:58	2019-09-16 22:46:02
"2019_09_17 22:55:08"	admin123	becontapchoi2k3	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	14.249.114.236	2019-09-17 22:43:49	2019-09-17 22:44:40
"2019_09_17 22:55:08"	bokinhvan1992	BéKinhV©n	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	42.116.166.56	2019-09-17 09:06:36	2019-09-17 09:10:45
"2019_09_17 22:55:08"	00973234395	BeNung	Nga My xuÊt gia  	7	99	0	28762006	0	0	0	0	0	0	377000168	14.232.154.165	2019-09-16 20:59:24	2019-09-17 07:16:48
"2019_09_17 22:55:08"	beoga194	BeoBeBong	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	113.170.93.27	2019-09-16 19:26:11	2019-09-16 19:26:12
"2019_09_17 22:55:08"	beoga195	BeoBungBu	ThiÕu L©m vâ t¨ng  	7	99	0	41003300	0	0	0	0	0	0	0	113.170.93.27	2019-09-16 19:25:15	2019-09-17 20:13:44
"2019_09_17 22:55:08"	longksl199	BeTapBanCung	D­¬ng M«n Cung Kþ  	7	99	0	92812007	0	0	0	0	0	0	3313652518	222.254.34.92	2019-09-16 22:44:11	2019-09-17 02:19:47
"2019_09_17 22:55:08"	banhthibao	BÊtCÇn§êi6789	ThiÕu L©m vâ t¨ng  	7	99	0	40988500	0	0	0	0	0	0	0	113.161.177.171	2019-09-16 20:46:03	2019-09-17 12:54:50
"2019_09_17 22:55:08"	ab1111	Bitiss	ThiÕu L©m vâ t¨ng  	7	99	0	36926825	0	0	0	0	0	0	633285227	58.187.54.58	2019-09-16 18:34:08	2019-09-17 20:15:41
"2019_09_17 22:55:08"	lbhkdalat99	BKVi1102z	ThiÕu L©m vâ t¨ng  	7	99	0	6248597	0	0	0	0	0	0	20000018	113.187.89.155	2019-09-17 13:38:06	2019-09-17 15:37:19
"2019_09_17 22:55:08"	anhcloudnine1	BlackLA	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.22.110.143	2019-09-16 21:42:44	2019-09-16 21:43:26
"2019_09_17 22:55:08"	nhoxboyy56	Bosxc1	ThiÕu L©m vâ t¨ng  	7	99	0	7305605	0	0	0	0	0	0	0	113.187.207.17	2019-09-17 13:07:38	2019-09-17 13:52:53
"2019_09_17 22:55:08"	boyvanlez2003	BoyB·nh	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	115.75.21.58	2019-09-17 07:36:09	2019-09-17 07:36:53
"2019_09_17 22:55:08"	duynguyen115	BPz§¸BêM«i1234	ThiÕu L©m vâ t¨ng  	7	99	0	11936128	0	0	0	0	0	0	120	116.110.100.129	2019-09-17 13:03:07	2019-09-17 18:54:12
"2019_09_17 22:55:08"	brorith1020	bro123	Vâ §ang ®¹o gia  	7	99	0	20000	0	0	0	0	0	0	0	103.197.107.142	2019-09-17 08:23:00	2019-09-17 08:23:44
"2019_09_17 22:55:08"	bongrith40500	brorith	ThiÕu L©m vâ t¨ng  	7	99	0	5348500	0	0	0	0	0	0	24	103.197.107.142	2019-09-16 20:49:44	2019-09-17 11:40:08
"2019_09_17 22:55:08"	bongrith40500	brorith1	C¸i Bang TÜnh y  	0	99	0	41000000	0	0	0	0	0	0	0	103.197.107.142	2019-09-17 07:25:07	2019-09-17 12:16:52
"2019_09_17 22:55:08"	brorith4050	brorith12	Vâ §ang ®¹o gia  	0	99	0	1000000	0	0	0	0	0	0	0	103.197.107.142	2019-09-17 07:26:18	2019-09-17 07:27:37
"2019_09_17 22:55:08"	bongrith40500	brorith2	C¸i Bang ¤ Y  	7	99	0	50000000	0	0	0	0	0	0	6	103.197.107.142	2019-09-17 07:26:03	2019-09-17 12:00:30
"2019_09_17 22:55:08"	brorith4050	brorith23	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	103.197.107.142	2019-09-17 08:01:14	2019-09-17 08:02:10
"2019_09_17 22:55:08"	brorith12345	brorith789	ThiÕu L©m thiÒn t¨ng  	7	99	0	366000	0	0	0	0	0	0	0	103.197.107.142	2019-09-17 08:53:35	2019-09-17 08:54:21
"2019_09_17 22:55:08"	fanwennanfwn1	bucactragop	Nga My xuÊt gia  	0	99	0	1000000	0	0	0	0	0	0	0	115.79.36.187	2019-09-17 14:15:26	2019-09-17 14:15:55
"2019_09_17 22:55:08"	daida02	BuffCh¬iTh«i	Nga My xuÊt gia  	7	99	0	17120700	0	0	0	0	0	0	21	117.7.227.252	2019-09-16 20:12:03	2019-09-17 19:42:24
"2019_09_17 22:55:08"	anhtrong1	BuffCh¸yM¸y	Nga My xuÊt gia  	7	99	0	41698500	0	0	0	0	0	0	0	126.243.19.5	2019-09-17 09:12:40	2019-09-17 11:02:40
"2019_09_17 22:55:08"	haducanh111tq	BuffFree	Nga My xuÊt gia  	7	99	0	5500000	0	0	0	0	0	0	0	14.248.65.91	2019-09-17 17:46:35	2019-09-17 17:56:04
"2019_09_17 22:55:08"	dm0932	BuffVaiLol6789	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	113.161.177.171	2019-09-17 12:26:43	2019-09-17 12:27:27
"2019_09_17 22:55:08"	chanchulam1	B­ímEmHångKh«ng	D­¬ng M«n Cung Kþ  	0	99	0	998500	0	0	0	0	0	0	0	118.70.233.153	2019-09-17 21:11:19	2019-09-17 21:21:31
"2019_09_17 22:55:08"	kaicomeback	BµnCh©nVµng	ThiÕu L©m vâ t¨ng  	7	99	0	22048509	0	0	0	0	0	0	23	14.183.1.109	2019-09-17 13:22:40	2019-09-17 15:00:36
"2019_09_17 22:55:08"	dbcxbn	B»ngAChÝu	ThiÕu L©m vâ t¨ng  	7	99	0	898500	0	0	0	0	0	0	0	58.186.118.150	2019-09-17 04:14:10	2019-09-17 04:25:23
"2019_09_17 22:55:08"	ruisekhung1105	B¾c§ÈuThÇnQuyÒn	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	14.176.2.162	2019-09-17 05:30:03	2019-09-17 05:33:46
"2019_09_17 22:55:08"	gari1999	CaMapMT	Nga My xuÊt gia  	7	99	0	998500	0	0	0	0	0	0	0	14.234.60.153	2019-09-16 18:43:51	2019-09-16 19:35:08
"2019_09_17 22:55:08"	duyquy441	CaveBuff	Nga My xuÊt gia  	7	99	0	7551009	0	0	0	0	0	0	27480001	42.113.158.253	2019-09-16 21:27:42	2019-09-17 14:56:36
"2019_09_17 22:55:08"	nobitasan001	Cavexxx	ThiÕu L©m vâ t¨ng  	7	99	0	30697000	0	0	0	0	0	0	1	113.166.45.59	2019-09-16 15:52:53	2019-09-16 19:39:40
"2019_09_17 22:55:08"	cudave1	CËuB¶nh	HiÖp §éc  	7	99	0	41000000	0	0	0	0	0	0	0	115.75.191.45	2019-09-17 03:08:47	2019-09-17 03:12:56
"2019_09_17 22:55:08"	bathinh1	ChayXeTaXiOm	ThiÕu L©m vâ t¨ng  	7	99	0	31598500	0	0	0	0	0	0	20000000	117.2.0.33	2019-09-17 14:40:55	2019-09-17 15:07:22
"2019_09_17 22:55:08"	chelag1	Chelag1	ThiÕu L©m vâ t¨ng  	0	99	0	738500	0	0	0	0	0	0	0	113.180.94.50	2019-09-17 17:21:48	2019-09-17 17:31:12
"2019_09_17 22:55:08"	chelag2	CheLag2	ThiÕu L©m vâ t¨ng  	0	99	0	738500	0	0	0	0	0	0	0	113.180.94.50	2019-09-17 17:21:44	2019-09-17 17:29:30
"2019_09_17 22:55:08"	chelag3	Chelag3	ThiÕu L©m vâ t¨ng  	0	99	0	738500	0	0	0	0	0	0	0	113.180.94.50	2019-09-17 17:21:53	2019-09-17 17:29:41
"2019_09_17 22:55:08"	lenhbaihk1506	chelak	Tµ §éc  	0	99	0	698500	0	0	0	0	0	0	0	42.113.157.154	2019-09-17 01:25:09	2019-09-17 01:27:29
"2019_09_17 22:55:08"	lenhbaihk1508	chelak1	Vâ §ang tôc gia  	0	99	0	680000	0	0	0	0	0	0	0	42.113.157.154	2019-09-17 00:48:33	2019-09-17 00:51:49
"2019_09_17 22:55:08"	lenhbaihk1508	chelak3	D­¬ng M«n th­¬ng Kþ  	0	99	0	708500	0	0	0	0	0	0	0	42.113.157.154	2019-09-17 00:52:22	2019-09-17 00:56:26
"2019_09_17 22:55:08"	lenhbaihk1506	chelaksao	Vâ §ang ®¹o gia  	0	99	0	700000	0	0	0	0	0	0	0	42.113.157.154	2019-09-17 01:21:42	2019-09-17 01:24:30
"2019_09_17 22:55:08"	chingakaka7	CHELAKTRAVINH	ThiÕu L©m vâ t¨ng  	0	99	0	39210000	0	0	0	0	0	0	0	27.71.206.140	2019-09-16 22:41:11	2019-09-17 20:43:01
"2019_09_17 22:55:08"	mikachino1	ChÊmChÊmChÊm	Nga My xuÊt gia  	7	99	0	17217000	0	0	0	0	0	0	0	171.241.168.250	2019-09-17 07:01:18	2019-09-17 15:56:44
"2019_09_17 22:55:08"	jx2tutet46	ChóChØ1B¾n	D­¬ng M«n Cung Kþ  	7	99	0	19608500	0	0	0	0	0	0	155000018	27.72.25.87	2019-09-16 20:27:07	2019-09-17 19:47:52
"2019_09_17 22:55:08"	sunguyendinh	ChóTiÓu§aT×nh	ThiÕu L©m vâ t¨ng  	7	99	0	30259734	0	0	0	0	0	0	132211604	117.1.113.40	2019-09-16 18:29:22	2019-09-17 20:03:35
"2019_09_17 22:55:08"	ruisekhung1105	ChuChØNh­îc	Nga My tôc gia  	7	99	0	40800000	0	0	0	0	0	0	0	14.176.2.162	2019-09-17 05:39:14	2019-09-17 05:39:40
"2019_09_17 22:55:08"	danhdanhdanh	ChuèiNÌeeeee	ThiÕu L©m vâ t¨ng  	7	99	0	30069060	0	0	0	0	0	0	720147893	115.78.118.173	2019-09-16 18:59:10	2019-09-17 18:59:38
"2019_09_17 22:55:08"	satthucamtruong3	Ch©nSótMíiNæi	ThiÕu L©m vâ t¨ng  	7	99	0	17712510	0	0	0	0	0	0	22000179	14.232.44.239	2019-09-16 20:26:46	2019-09-17 22:28:21
"2019_09_17 22:55:08"	daida01	Ch©n§Êt	ThiÕu L©m vâ t¨ng  	7	99	0	25072500	0	0	0	0	0	0	15	117.7.227.252	2019-09-16 20:08:14	2019-09-17 19:43:59
"2019_09_17 22:55:08"	s0jbu0n	Ch¸nYªu	Vâ §ang tôc gia  	7	99	0	1000000	0	0	0	0	0	0	0	14.163.115.121	2019-09-16 20:48:11	2019-09-17 16:27:08
"2019_09_17 22:55:08"	ruisekhung1107	ChØLµC¸iTªn	Tµ §éc  	7	99	0	41000000	0	0	0	0	0	0	0	14.176.2.162	2019-09-17 06:02:55	2019-09-17 06:03:40
"2019_09_17 22:55:08"	lenhbaihk1506	ckjase	§­êng M«n phæ th«ng  	0	99	0	678500	0	0	0	0	0	0	0	42.113.157.154	2019-09-17 01:29:47	2019-09-17 01:33:24
"2019_09_17 22:55:08"	ruisekhung1104	CócTÞnhY	Thóy Yªn Vò Tiªn  	7	99	0	60621750	0	0	0	0	0	0	12500479	14.176.2.162	2019-09-17 04:05:44	2019-09-17 22:37:30
"2019_09_17 22:55:08"	trautrumkt	Codeptrai	ThiÕu L©m vâ t¨ng  	7	99	0	39000000	0	0	0	0	0	0	0	125.212.172.86	2019-09-16 19:28:44	2019-09-16 19:50:29
"2019_09_17 22:55:08"	duyquy444	ConCHôCn	Vâ §ang ®¹o gia  	7	99	0	8000000	0	0	0	0	0	0	3	42.113.158.253	2019-09-17 17:02:07	2019-09-17 17:03:45
"2019_09_17 22:55:08"	banhthibao1	ConDiLon6789	ThiÕu L©m vâ t¨ng  	7	99	0	31458606	0	0	0	0	0	0	20000000	113.161.177.171	2019-09-17 12:24:37	2019-09-17 13:39:43
"2019_09_17 22:55:08"	nkoxtrung11	congatre	ThiÕu L©m vâ t¨ng  	7	99	0	46754100	0	0	0	0	0	0	3875054	115.73.219.239	2019-09-17 12:42:20	2019-09-17 13:14:54
"2019_09_17 22:55:08"	congacon	ConGµCon	ThiÕu L©m vâ t¨ng  	7	99	0	40988500	0	0	0	0	0	0	0	125.212.181.5	2019-09-16 19:48:36	2019-09-16 19:55:45
"2019_09_17 22:55:08"	nammai2931994	ConZiDane	Tµ §éc  	7	99	0	1911000	0	0	0	0	0	0	20000000	113.167.224.247	2019-09-17 12:52:39	2019-09-17 18:43:33
"2019_09_17 22:55:08"	chingakaka4	COSUTRAVINH	Tµ §éc  	7	99	0	29347010	0	0	0	0	0	0	20000000	27.71.206.140	2019-09-16 21:57:34	2019-09-17 20:50:46
"2019_09_17 22:55:08"	dungnop	CôTæ§©y	ThiÕu L©m vâ t¨ng  	7	99	0	29746300	0	0	0	0	0	0	0	117.4.168.32	2019-09-17 08:28:10	2019-09-17 10:18:18
"2019_09_17 22:55:08"	dinhlaquyen195	CristianoRonald	ThiÕu L©m vâ t¨ng  	7	99	0	85467319	0	0	0	0	0	0	6108000066	125.212.182.144	2019-09-16 17:24:41	2019-09-17 22:32:51
"2019_09_17 22:55:08"	tutonanhai1	Cristicaal	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	14.228.251.39	2019-09-16 22:31:38	2019-09-16 22:33:39
"2019_09_17 22:55:08"	tutonanhai2	CrushOnYou	§­êng M«n phæ th«ng  	7	99	0	30214001	0	0	0	0	0	0	23	14.228.251.39	2019-09-16 22:32:18	2019-09-17 13:06:38
"2019_09_17 22:55:08"	huylunghp	csXinhgai	Tµ §éc  	7	99	0	31998500	0	0	0	0	0	0	20000000	113.180.94.50	2019-09-17 13:55:01	2019-09-17 13:57:12
"2019_09_17 22:55:08"	ongnoicula	CuChØTh»ng	ThiÕu L©m vâ t¨ng  	0	99	0	998500	0	0	0	0	0	0	0	171.227.190.211	2019-09-17 13:46:45	2019-09-17 13:47:33
"2019_09_17 22:55:08"	0973234395	CuGoiCam	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	1.53.178.69	2019-09-16 19:54:05	2019-09-16 19:55:36
"2019_09_17 22:55:08"	haducanh333tq	CöuV©nLong	ThiÕu L©m vâ t¨ng  	7	99	0	38123263	0	0	0	0	0	0	26	14.248.65.91	2019-09-16 22:10:54	2019-09-17 17:45:17
"2019_09_17 22:55:08"	ruisekhung1106	C«Gi¸oTh¶o	Vâ §ang tôc gia  	7	99	0	1000000	0	0	0	0	0	0	0	14.176.2.162	2019-09-17 05:56:55	2019-09-17 05:57:28
"2019_09_17 22:55:08"	kilthem3	C­ìiNgùaAnh§i	D­¬ng M«n Cung Kþ  	7	99	0	24384000	0	0	0	0	0	0	20000023	27.66.81.198	2019-09-17 18:08:29	2019-09-17 22:30:00
"2019_09_17 22:55:08"	huylunghp2	C­ìiNgùaB¾nCung	D­¬ng M«n Cung Kþ  	7	99	0	15504900	0	0	0	0	0	0	0	113.184.9.173	2019-09-17 02:27:18	2019-09-17 20:49:46
"2019_09_17 22:55:08"	kilthem1	C¸cH¹TuæiLOL	ThiÕu L©m vâ t¨ng  	7	99	0	68950	0	0	0	0	0	0	5932838	27.66.81.198	2019-09-16 18:29:56	2019-09-17 22:30:02
"2019_09_17 22:55:08"	beophen15911	C¸MËpSónR¨ng	D­¬ng M«n th­¬ng Kþ  	7	99	0	1000000	0	0	0	0	0	0	7	14.186.245.86	2019-09-17 17:55:03	2019-09-17 18:05:14
"2019_09_17 22:55:08"	mailaanh2012	DaiCaRaTu	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	113.180.95.67	2019-09-16 19:21:29	2019-09-16 19:30:48
"2019_09_17 22:55:08"	anhkhanh	DaiSuHuynh	Vâ §ang tôc gia  	7	99	0	9505601	0	0	0	0	0	0	25	171.224.178.20	2019-09-16 17:05:28	2019-09-17 15:49:55
"2019_09_17 22:55:08"	gari1999	DaiTieuThu	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	14.234.60.153	2019-09-16 18:42:40	2019-09-16 18:43:11
"2019_09_17 22:55:08"	tranvannhattb	daivuongthienha	ThiÕu L©m vâ t¨ng  	7	99	0	17071516	0	0	0	0	0	0	33	27.79.158.146	2019-09-17 20:53:15	2019-09-17 22:10:01
"2019_09_17 22:55:08"	baolam215	DakForces	ThiÕu L©m vâ t¨ng  	7	99	0	42261117	0	0	0	0	0	0	13	117.2.201.204	2019-09-17 08:55:42	2019-09-17 10:17:38
"2019_09_17 22:55:08"	kiendoi9797	DaNiElJam	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	117.4.192.24	2019-09-17 21:05:12	2019-09-17 21:05:29
"2019_09_17 22:55:08"	kiendoi97	DaNiElJaMes	ThiÕu L©m vâ t¨ng  	7	99	0	7160500	0	0	0	0	0	0	0	117.4.192.24	2019-09-16 21:28:54	2019-09-17 20:56:47
"2019_09_17 22:55:08"	pancha98	DCziDarius	ThiÕu L©m vâ t¨ng  	7	99	0	50000000	0	0	0	0	0	0	287566142	171.251.20.84	2019-09-16 16:07:11	2019-09-17 14:01:11
"2019_09_17 22:55:08"	phungducduy123v	dddxzcxx	Nga My tôc gia  	0	99	0	1000000	0	0	0	0	0	0	0	113.180.94.50	2019-09-16 20:30:07	2019-09-17 08:10:22
"2019_09_17 22:55:08"	vutrongntbg2	DGCol0v3kEn	D­¬ng M«n Cung Kþ  	7	99	0	36213000	0	0	0	0	0	0	0	14.182.102.188	2019-09-17 11:07:04	2019-09-17 11:14:54
"2019_09_17 22:55:08"	chingakaka8	dgctravinh	D­¬ng M«n Cung Kþ  	7	99	0	39870000	0	0	0	0	0	0	0	27.71.206.140	2019-09-16 22:52:18	2019-09-17 20:58:43
"2019_09_17 22:55:08"	phuctayninh	dizzzz	ThiÕu L©m vâ t¨ng  	7	99	0	25605544	0	0	0	0	0	0	1	115.78.4.56	2019-09-17 14:56:18	2019-09-17 18:59:25
"2019_09_17 22:55:08"	moltl2	DmmNhut	ThiÕu L©m vâ t¨ng  	0	99	0	30095900	0	0	0	0	0	0	0	125.214.52.24	2019-09-16 22:21:36	2019-09-17 22:17:28
"2019_09_17 22:55:08"	doangiang1794	DoanGiang	ThiÕu L©m vâ t¨ng  	7	99	0	34193702	0	0	0	0	0	0	20000000	171.242.145.67	2019-09-17 13:11:00	2019-09-17 14:37:31
"2019_09_17 22:55:08"	ziolata1	Dsadsad	Tµ §éc  	7	99	0	22855518	0	0	0	0	0	0	3882466	171.225.252.84	2019-09-16 17:02:33	2019-09-16 19:24:28
"2019_09_17 22:55:08"	0364279071	dsfgdfgs	HiÖp §éc  	7	99	0	36360001	0	0	0	0	0	0	92000170	14.232.154.165	2019-09-17 05:14:12	2019-09-17 05:19:31
"2019_09_17 22:55:08"	minh321a	DUBaicampuchia	Vâ §ang tôc gia  	7	99	0	1000000	0	0	0	0	0	0	0	27.71.209.193	2019-09-16 22:08:38	2019-09-17 16:27:39
